"Date","County","State","Vehicle Primary Use","Battery Electric Vehicles (BEVs)","Plug-In Hybrid Electric Vehicles (PHEVs)","Electric Vehicle (EV) Total","Non-Electric Vehicle Total","Total Vehicles","Percent Electric Vehicles"
"August 31, 2024","Columbia","GA","Passenger","1","1","2","79","81","2.47"
"January 31, 2017","Clallam","WA","Truck","0","0","0","21,042","21,042","0.00"
"December 31, 2018","Pacific","WA","Truck","0","0","0","7,604","7,604","0.00"
"February 28, 2023","Middlesex","MA","Passenger","2","0","2","101","103","1.94"
"July 31, 2018","Santa Fe","NM","Passenger","0","1","1","47","48","2.08"
"August 31, 2023","Platte","MO","Passenger","2","1","3","19","22","13.64"
"July 31, 2017","Prince George's","MD","Passenger","0","1","1","192","193","0.52"
"January 31, 2020","Skagit","WA","Truck","1","0","1","32,570","32,571","0.00"
"February 28, 2021","Clackamas","OR","Passenger","3","0","3","208","211","1.42"
"October 31, 2022","DeKalb","GA","Passenger","1","0","1","58","59","1.69"
"May 31, 2017","Stevens","WA","Truck","0","0","0","18,239","18,239","0.00"
"July 31, 2018","Riverside","CA","Passenger","2","2","4","743","747","0.54"
"July 31, 2018","Skagit","WA","Truck","1","0","1","32,103","32,104","0.00"
"January 31, 2025","Marin","CA","Passenger","1","3","4","36","40","10.00"
"September 30, 2022","Columbia","WA","Truck","0","0","0","1,570","1,570","0.00"
"May 31, 2022","Douglas","CO","Passenger","1","1","2","92","94","2.13"
"February 29, 2024","Barnstable","MA","Passenger","1","0","1","15","16","6.25"
"March 31, 2024","Mason","WA","Truck","22","0","22","20,353","20,375","0.11"
"March 31, 2021","Montgomery","MD","Passenger","1","2","3","251","254","1.18"
"October 31, 2022","Benton","WA","Passenger","864","488","1,352","135,338","136,690","0.99"
"February 28, 2023","Jefferson","IL","Passenger","1","0","1","1","2","50.00"
"July 31, 2018","Kitsap","WA","Passenger","808","473","1,281","178,712","179,993","0.71"
"August 31, 2024","New London","CT","Passenger","3","3","6","185","191","3.14"
"November 30, 2019","Dallas","TX","Passenger","1","0","1","222","223","0.45"
"March 31, 2020","Whatcom","WA","Passenger","1,056","488","1,544","151,056","152,600","1.01"
"January 31, 2022","Denton","TX","Passenger","2","0","2","100","102","1.96"
"April 30, 2020",,,"Passenger","7","1","8","406","414","1.93"
"April 30, 2018","Carroll","NH","Passenger","0","1","1","1","2","50.00"
"June 30, 2025","Suffolk","MA","Passenger","2","1","3","29","32","9.38"
"January 31, 2024","Placer","CA","Passenger","2","0","2","79","81","2.47"
"October 31, 2018","Kittitas","WA","Passenger","58","35","93","29,259","29,352","0.32"
"October 31, 2020","Maricopa","AZ","Passenger","8","10","18","1,631","1,649","1.09"
"March 31, 2020","Wilson","TX","Passenger","0","1","1","8","9","11.11"
"March 31, 2021","Hampshire","MA","Passenger","1","0","1","11","12","8.33"
"July 31, 2024","Frederick","MD","Passenger","1","1","2","56","58","3.45"
"February 28, 2022","Orange","NC","Passenger","1","0","1","12","13","7.69"
"March 31, 2023","Kane","IL","Passenger","1","0","1","14","15","6.67"
"July 31, 2018","Columbia","WA","Truck","0","0","0","1,529","1,529","0.00"
"October 31, 2024","Richmond","VA","Passenger","1","0","1","11","12","8.33"
"July 31, 2024","Barnstable","MA","Passenger","1","0","1","12","13","7.69"
"October 31, 2023","Fairfax","VA","Passenger","17","4","21","634","655","3.21"
"August 31, 2021","Harris","TX","Passenger","1","1","2","249","251","0.80"
"April 30, 2019","Cumberland","NC","Passenger","0","2","2","523","525","0.38"
"April 30, 2019","Montgomery","MD","Passenger","1","2","3","291","294","1.02"
"April 30, 2021","Botetourt","VA","Passenger","1","0","1","0","1","100.00"
"March 31, 2019","Salt Lake","UT","Passenger","1","0","1","231","232","0.43"
"February 28, 2023","Hudson","NJ","Passenger","2","1","3","44","47","6.38"
"January 31, 2019","Ventura","CA","Passenger","0","2","2","338","340","0.59"
"January 31, 2024","El Paso","CO","Truck","1","0","1","155","156","0.64"
"May 31, 2025","Portsmouth","VA","Passenger","1","2","3","54","57","5.26"
"May 31, 2025","Cook","IL","Passenger","2","1","3","174","177","1.69"
"April 30, 2021","Columbia","WA","Truck","0","0","0","1,556","1,556","0.00"
"February 29, 2024","Skagit","WA","Truck","39","0","39","31,538","31,577","0.12"
"May 31, 2018","Jefferson","WA","Truck","0","0","0","9,528","9,528","0.00"
"September 30, 2024","Sacramento","CA","Passenger","1","0","1","177","178","0.56"
"August 31, 2021","Goochland","VA","Passenger","4","2","6","269","275","2.18"
"June 30, 2024","Somerset","NJ","Passenger","1","0","1","6","7","14.29"
"October 31, 2020","San Diego","CA","Passenger","15","3","18","2,764","2,782","0.65"
"May 31, 2024","Okanogan","WA","Passenger","183","87","270","25,998","26,268","1.03"
"July 31, 2023","Tooele","UT","Passenger","1","0","1","13","14","7.14"
"May 31, 2021","New York","NY","Passenger","4","0","4","61","65","6.15"
"November 30, 2023","Denton","TX","Passenger","1","0","1","65","66","1.52"
"July 31, 2021","Sonoma","CA","Passenger","0","1","1","98","99","1.01"
"October 31, 2021","Henrico","VA","Passenger","0","1","1","21","22","4.55"
"August 31, 2017","Shelby","TN","Passenger","0","1","1","112","113","0.88"
"March 31, 2020","Hennepin","MN","Passenger","2","1","3","114","117","2.56"
"July 31, 2025","St. Landry","LA","Passenger","1","0","1","1","2","50.00"
"June 30, 2018","Clallam","WA","Truck","0","0","0","21,445","21,445","0.00"
"August 31, 2021","Currituck","NC","Passenger","1","0","1","27","28","3.57"
"February 28, 2017","Skagit","WA","Truck","1","0","1","31,394","31,395","0.00"
"November 30, 2018","Wahkiakum","WA","Truck","0","0","0","1,703","1,703","0.00"
"July 31, 2019","Clark","NV","Passenger","5","3","8","776","784","1.02"
"August 31, 2023","Hartford","CT","Passenger","1","0","1","32","33","3.03"
"May 31, 2025","Somerset","NJ","Passenger","1","0","1","5","6","16.67"
"October 31, 2022","Burlington","NJ","Passenger","0","2","2","98","100","2.00"
"May 31, 2023","Kent","DE","Passenger","1","0","1","50","51","1.96"
"March 31, 2020","Santa Clara","CA","Passenger","11","2","13","364","377","3.45"
"June 30, 2019","Middlesex","MA","Passenger","1","0","1","122","123","0.81"
"April 30, 2022","Lincoln","OR","Passenger","0","1","1","40","41","2.44"
"June 30, 2023","Wahkiakum","WA","Truck","2","0","2","1,772","1,774","0.11"
"February 28, 2021","Wichita","TX","Passenger","1","0","1","45","46","2.17"
"March 31, 2017","Fairfax","VA","Passenger","3","2","5","873","878","0.57"
"April 30, 2023","Grant","WA","Truck","10","0","10","27,937","27,947","0.04"
"June 30, 2025","Monroe","WI","Passenger","1","1","2","9","11","18.18"
"August 31, 2024","Mason","WA","Truck","33","0","33","20,402","20,435","0.16"
"March 31, 2023","Arapahoe","CO","Passenger","1","1","2","108","110","1.82"
"March 31, 2022","Okaloosa","FL","Passenger","0","2","2","122","124","1.61"
"April 30, 2024","Gwinnett","GA","Passenger","2","0","2","52","54","3.70"
"September 30, 2020","Washington","WI","Passenger","1","0","1","3","4","25.00"
"December 31, 2021","King","WA","Truck","6","1","7","182,720","182,727","0.00"
"September 30, 2023","Monterey","CA","Passenger","1","3","4","134","138","2.90"
"November 30, 2023","Berkeley","SC","Passenger","2","1","3","131","134","2.24"
"February 28, 2022","Rockingham","NH","Passenger","1","0","1","23","24","4.17"
"November 30, 2024","Middlesex","CT","Passenger","1","0","1","6","7","14.29"
"January 31, 2023","Wise","TX","Passenger","2","0","2","10","12","16.67"
"September 30, 2022","Loudoun","VA","Passenger","2","1","3","71","74","4.05"
"March 31, 2022","Yavapai","AZ","Passenger","0","1","1","41","42","2.38"
"May 31, 2024","Richmond","GA","Passenger","0","2","2","61","63","3.17"
"November 30, 2022","Beaufort","SC","Passenger","2","0","2","39","41","4.88"
"October 31, 2019","Ada","ID","Passenger","0","2","2","336","338","0.59"
"March 31, 2021","San Bernardino","CA","Passenger","1","0","1","407","408","0.25"
"August 31, 2018","Allegheny","PA","Passenger","1","0","1","85","86","1.16"
"June 30, 2018","Carroll","NH","Passenger","0","1","1","1","2","50.00"
"November 30, 2022","Skagit","WA","Passenger","904","351","1,255","89,153","90,408","1.39"
"March 31, 2021","Palm Beach","FL","Passenger","1","1","2","82","84","2.38"
"February 29, 2024","Brevard","FL","Passenger","1","1","2","71","73","2.74"
"January 31, 2024","Broward","FL","Passenger","1","0","1","66","67","1.49"
"December 31, 2019","San Joaquin","CA","Passenger","1","0","1","153","154","0.65"
"August 31, 2018","Maui","HI","Passenger","1","0","1","57","58","1.72"
"October 31, 2023","Harrison","MS","Passenger","1","0","1","42","43","2.33"
"October 31, 2022","Washoe","NV","Passenger","1","0","1","84","85","1.18"
"February 28, 2017","Pend Oreille","WA","Passenger","1","4","5","9,300","9,305","0.05"
"September 30, 2023","Wake","NC","Passenger","6","1","7","117","124","5.65"
"March 31, 2017","Lee","AL","Passenger","1","0","1","35","36","2.78"
"April 30, 2023","Island","WA","Passenger","1,004","419","1,423","60,562","61,985","2.30"
"November 30, 2021","Wilson","TX","Passenger","0","1","1","3","4","25.00"
"February 29, 2020","Tarrant","TX","Passenger","3","0","3","210","213","1.41"
"January 31, 2024","Lincoln","OR","Passenger","1","0","1","30","31","3.23"
"January 31, 2024","Shelby","AL","Passenger","1","0","1","5","6","16.67"
"May 31, 2025","Pulaski","AR","Truck","1","0","1","2","3","33.33"
"December 31, 2022","Prince George","VA","Passenger","1","0","1","61","62","1.61"
"January 31, 2018","Lane","OR","Passenger","0","1","1","208","209","0.48"
"March 31, 2017","Nassau","NY","Passenger","0","1","1","40","41","2.44"
"November 30, 2022","Centre","PA","Passenger","1","0","1","10","11","9.09"
"March 31, 2025","El Paso","CO","Truck","1","0","1","126","127","0.79"
"November 30, 2021","Cumberland","NC","Passenger","0","2","2","425","427","0.47"
"January 31, 2025","DuPage","IL","Passenger","6","0","6","32","38","15.79"
"December 31, 2020","Spokane","WA","Truck","0","0","0","100,578","100,578","0.00"
"November 30, 2023","Schuylkill","PA","Passenger","1","0","1","2","3","33.33"
"October 31, 2019","Pierce","WA","Truck","0","0","0","140,542","140,542","0.00"
"December 31, 2021","Sarpy","NE","Passenger","1","0","1","77","78","1.28"
"June 30, 2021","Clallam","WA","Truck","1","0","1","21,998","21,999","0.00"
"May 31, 2025","Leavenworth","KS","Passenger","3","2","5","69","74","6.76"
"September 30, 2025","Manassas","VA","Passenger","1","0","1","4","5","20.00"
"March 31, 2021","Kitsap","WA","Truck","0","0","0","54,282","54,282","0.00"
"November 30, 2024","Dallas","TX","Truck","1","0","1","15","16","6.25"
"December 31, 2020","Maricopa","AZ","Passenger","8","10","18","1,620","1,638","1.10"
"February 28, 2017","Kittitas","WA","Passenger","15","15","30","27,050","27,080","0.11"
"May 31, 2019","Nueces","TX","Passenger","1","1","2","98","100","2.00"
"September 30, 2020","Shelby","OH","Passenger","0","1","1","2","3","33.33"
"August 31, 2018","Clackamas","OR","Passenger","0","1","1","237","238","0.42"
"March 31, 2023","Goochland","VA","Passenger","3","2","5","130","135","3.70"
"January 31, 2023","Sarasota","FL","Passenger","1","0","1","39","40","2.50"
"March 31, 2025","Bexar","TX","Passenger","7","3","10","337","347","2.88"
"October 31, 2023","Hillsborough","FL","Passenger","3","1","4","137","141","2.84"
"April 30, 2022","Randolph","NC","Passenger","1","0","1","5","6","16.67"
"June 30, 2020","Hawaii","HI","Passenger","1","0","1","67","68","1.47"
"March 31, 2020","Thurston","WA","Truck","0","0","0","55,590","55,590","0.00"
